"base_note","product_id"
櫟樹,3500
檀香,3501
麝香,3502
香草花,3503
廣藿香,3504
牛奶慕斯,3505
黑香草果殼,3506
開司米木,3507
琥珀,3508
麝香,3509
藏紅花,3510
木香調,3511
黑莓,3512
紫羅蘭,3513
檀香,3514
麝香,3515
覆盆子,3516
香草,3517
桃,3518
香根草,3519
檀木,3520
麝香,3521
木麝香,3522
鳶尾草,3523
麝香,3524
琥珀,3525
木本,3526
杏皮,3527
檸檬樹木,3528
琥珀,3529
香草,3530
木香,3531
雪松,3532
白麝香,3533
安息香,3534
香草,3535
克什米爾麝香,3536
廣藿香,3537
nan,3538
波旁香草,3539
麝香,3540
香草,3541
廣藿香,3542
皮革,3543
安息香,3544
香根草,3545
麝香,3546
橡苔和水晶琥珀,3547
中美洲癒創木,3548
大黃,3549
廣藿香,3550
琥珀,3551
白麝香,3552
麝香,3553
香根草,3554
愈創木,3555
紙莎草紙,3556
海地香根草,3557
零陵香豆,3558
安伯伍德,3559
香根草,3560
琥珀,3561
廣藿香,3562
香根草,3563
雪松珀,3564
香草,3565
琥珀,3566
麝香,3567
廣藿香,3568
檀香木,3569
香根草,3570
苔蘚,3571
乳香脂,3572
杜松,3573
雪松,3574
琥珀,3575
勞丹脂,3576
琥珀,3577
皮革,3578
零陵香木,3579
薰草豆,3580
安息香,3581
白麝香琥珀廣藿香,3582
麝香,3583
琥珀,3584
奶油木,3585
檀香,3586
麝香,3587
巴西玫瑰木,3588
羊絨木,3589
甜東卡豆,3590
羊絨木,3591
香柏木,3592
癒創木,3593
nan,3594
芳香草藥,3595
白麝香,3596
澳大利亞檀香木,3597
白木,3598
煙草,3599
麂皮,3600
廣藿香,3601
橡苔,3602
香脂冷杉,3603
皮革,3604
麝香,3605
沒藥,3606
香根草,3607
肉豆蔻,3608
黑胡椒,3609
豆蔻,3610
檀香,3611
香,3612
乳香,3613
白麝香,3614
麝香,3615
檀香木,3616
紅木,3617
檀香木,3618
癒創木,3619
麝香,3620
龍涎香醚,3621
檀香,3622
香草,3623
廣藿香,3624
麝香,3625
白麝香,3626
黑琥珀,3627
琥珀,3628
麝香,3629
香草,3630
香根草,3631
鳶尾根,3632
檀香,3633
香草,3634
柔,3635
的麝香,3636
雪松,3637
醇厚香氣,3638
安伯格里斯,3639
安柏伍德,3640
癒創木,3641
雪松,3642
黑麝香,3643
廣香,3644
結晶苔蘚,3645
麝香,3646
檀香,3647
香草,3648
麝香,3649
白檀香,3650
鳶尾,3651
檀香木調,3652
日曬木質芳香,3653
鳶尾草,3654
安息香,3655
麝香,3656
美洲雪松,3657
波旁香根草,3658
印度尼西亞廣藿香,3659
琥珀,3660
香草,3661
麝香,3662
廣藿香,3663
巴西花梨木,3664
麝香,3665
琥珀,3666
香草,3667
龍涎酮,3668
雪松,3669
檀木,3670
龍涎香,3671
廣藿香,3672
香根草,3673
皮革,3674
雪松,3675
檀香,3676
琥珀,3677
麝香,3678
綠茶,3679
木香,3680
檀香,3681
香草,3682
琥珀,3683
安息香,3684
安息香,3685
雪松,3686
檀香,3687
琥珀,3688
麝香,3689
香根草,3690
巴西玫瑰木,3691
桃,3692
雪松,3693
麝香,3694
樹木,3695
廣藿香,3696
香草,3697
雪松,3698
木質香,3699
無花果樹,3700
草,3701
白麝香,3702
琥珀,3703
零陵香豆,3704
橡苔,3705
羊絨森林,3706
桃子,3707
薑餅,3708
麝香,3709
檀香,3710
白麝香,3711
苔蘚,3712
白木,3713
廣藿香精華,3714
木材,3715
nan,3716
麝香,3717
廣藿香,3718
檀香,3719
木質香,3720
透明琥珀,3721
雪松,3722
檀香,3723
金發木材,3724
麝香,3725
麝香,3726
檀香,3727
香草,3728
琥珀,3729
唐卡豆,3730
雪松,3731
乳香,3732
烏木沉香,3733
牛奶慕絲,3734
喀什米爾木,3735
黃瓜,3736
羅勒,3737
琥珀,3738
鳶尾花,3739
橡樹苔,3740
廣藿香,3741
白麝香,3742
白麝香,3743
零陵香豆,3744
香根草,3745
雪松木,3746
廣藿香,3747
白雪松,3748
雪松,3749
香根草,3750
羊絨,3751
印度尼西亞廣藿香葉,3752
nan,3753
苔蘚,3754
桐樹,3755
芳草,3756
雪松,3757
龍膽,3758
白麝香,3759
琥珀,3760
木香調,3761
麝香,3762
勞丹脂,3763
香草,3764
黑香豆廣藿香,3765
琥珀色的協議,3766
橡樹苔,3767
香根草,3768
雪松,3769
廣香,3770
香根草,3771
nan,3772
白色琥珀,3773
降龍涎香醚,3774
橡苔,3775
皮革,3776
藏紅花,3777
香脂,3778
橡樹苔,3779
烏木,3780
木香,3781
薰草豆,3782
香草,3783
檀香,3784
白麝香,3785
紫羅蘭,3786
白麝香,3787
伍茲,3788
琥珀,3789
麝香,3790
橡木苔,3791
黑檀紅木,3792
香柏木甜蜜琥珀,3793
廣藿香,3794
覆盆子,3795
麝香,3796
雪松,3797
黑醋栗,3798
保加利亞玫瑰,3799
麝香,3800
雪松,3801
龍涎香,3802
艾草,3803
麝香,3804
苔蘚,3805
巴布羅康,3806
白革,3807
鳶尾根,3808
廣藿香,3809
檀香,3810
木香,3811
麝香,3812
花梨木,3813
琥珀,3814
麝香,3815
白巧克力,3816
廣藿香,3817
羊絨木,3818
蕨菜,3819
琥珀,3820
麝香,3821
廣藿香,3822
橡苔,3823
廣藿香,3824
皮革,3825
苔蘚韻調,3826
蘋果樹,3827
麝香,3828
槭木,3829
檀香木笞雪松,3830
馬達加斯加香草,3831
澳大利亞檀香木,3832
廣藿香香根草,3833
琥珀雪松,3834
零陵香豆,3835
杏仁,3836
安息香,3837
香草,3838
雪松,3839
勞丹,3840
雪松,3841
龍涎香,3842
麝香,3843
柔和香粉調,3844
洗衣香,3845
薰草豆,3846
琥珀,3847
廣藿香,3848
麝香,3849
香草,3850
黑巧克力,3851
焦糖,3852
琥珀,3853
李子,3854
木質香,3855
錫蘭檀香,3856
簽名焦糖,3857
波旁香草,3858
香根草,3859
雪松,3860
白麝香,3861
妥魯香脂,3862
雪松香根草烏木琥珀,3863
琥珀零陵香豆安息香脂椰子,3864
鳶尾,3865
檀香,3866
麝香,3867
橡木,3868
雪松,3869
公丁香,3870
鳶尾花,3871
琥珀,3872
檀香木,3873
香草,3874
麝香,3875
龍涎香,3876
麝香,3877
香草,3878
麝香,3879
檀香,3880
廣藿香,3881
檀香木,3882
阿特拉斯雪松,3883
烏木樹,3884
廣藿香,3885
琥珀,3886
皮革,3887
麝香,3888
香草,3889
白琥珀,3890
麝香,3891
檀香,3892
西班牙雪松,3893
苔蘚,3894
琥珀,3895
香草,3896
琥珀,3897
印度廣藿香,3898
琥珀,3899
仙人掌,3900
棉花花,3901
雪松,3902
廣藿香,3903
託盧香脂,3904
香根草,3905
廣藿香,3906
皮革,3907
木,3908
樹林,3909
雪松,3910
透明麝香,3911
nan,3912
檀香木,3913
白麝香,3914
鳶尾,3915
紫羅蘭,3916
麝香,3917
香蒲豆,3918
廣藿香,3919
勞丹脂,3920
麝香,3921
檀香木,3922
乳香,3923
香草,3924
白麝香,3925
香草,3926
檀香,3927
零陵香豆,3928
雪松,3929
檀香,3930
薰香,3931
希蒂鶯,3932
檀香木,3933
肉桂,3934
蘋果樹,3935
天芥菜,3936
夾竹桃,3937
柏樹,3938
香根草,3939
廣藿香,3940
麝香,3941
雪松,3942
香草,3943
安息香,3944
木香,3945
降龍涎醚,3946
太妃糖,3947
廣藿香,3948
麝香,3949
廣藿香,3950
雪松,3951
琥珀,3952
肉桂,3953
香草,3954
琥珀,3955
廣香,3956
果仁糖,3957
勞丹脂,3958
皮革,3959
燻草豆,3960
廣藿香,3961
麝香,3962
橡苔,3963
零陵香豆,3964
愈傷草,3965
煙草葉,3966
愈創木,3967
橡苔,3968
雪松,3969
花梨木,3970
琥珀,3971
麝香,3972
菸草,3973
檀香,3974
琥珀,3975
廣藿香,3976
橡苔,3977
香根草,3978
肉荳蔻,3979
鳶尾花,3980
琥珀,3981
廣藿香,3982
白百合,3983
木本筆記,3984
麝香,3985
檀香,3986
琥珀,3987
廣藿香,3988
麝香,3989
木莓,3990
香草,3991
黑巧克力,3992
橡苔,3993
香根草,3994
廣藿香葉,3995
雪松,3996
琥珀,3997
香豆素,3998
皮革,3999
檀香,4000
琥珀,4001
廣藿香,4002
麝香,4003
橡苔,4004
雪松,4005
琥珀,4006
桃花木,4007
麝香,4008
葡萄柚,4009
橘子,4010
橘子,4011
玫瑰,4012
奶油檀香,4013
香根草,4014
鹹麝香,4015
廣藿香,4016
橡苔,4017
皮革,4018
麝香,4019
烏木,4020
雪松,4021
香根草,4022
琥珀,4023
香根草油,4024
麝香,4025
雪松,4026
檀香木,4027
琥珀,4028
苯偶姻,4029
檀香木,4030
安息香,4031
麝香,4032
琥珀,4033
檀香木,4034
廣藿香,4035
香草,4036
琥珀,4037
雪松,4038
琥珀,4039
藏紅花,4040
香草,4041
琥珀,4042
麝香,4043
雪松,4044
麝香,4045
琥珀木,4046
芳香根莖,4047
綜木,4048
通卡豆,4049
香根草,4050
檀香木,4051
琥珀,4052
